2lr,3colsample,4max_depth,5gamma,6reg_l2,7reg_l1,8AUC
0.1,0.8,4,2,0.5,0.0,0.8788816048749183
0.1,0.8,4,2,0.0,1.0,0.8788816048749183
0.1,0.8,4,2,0.0,0.5,0.8788816048749183
0.1,0.8,4,2,0.0,0.0,0.8788816048749183
0.1,0.8,4,1,1.0,1.0,0.8788816048749183
0.1,0.8,4,1,1.0,0.5,0.8788816048749183
0.1,0.8,4,1,1.0,0.0,0.8788816048749183
0.1,0.8,4,1,0.5,1.0,0.8788816048749183
0.1,0.8,4,1,0.5,0.5,0.8788816048749183
0.1,0.8,4,1,0.5,0.0,0.8788816048749183
0.1,0.8,4,1,0.0,1.0,0.8788816048749183
0.1,0.8,4,1,0.0,0.5,0.8788816048749183
0.1,0.8,4,1,0.0,0.0,0.8788816048749183
0.1,0.8,4,0,1.0,1.0,0.8788816048749183
0.1,0.8,4,0,1.0,0.5,0.8788816048749183
0.1,0.8,4,0,1.0,0.0,0.8788816048749183
0.1,0.8,4,0,0.5,1.0,0.8788816048749183
0.1,0.8,4,0,0.5,0.5,0.8788816048749183
0.1,0.8,4,0,0.5,0.0,0.8788816048749183
0.1,0.8,4,0,0.0,1.0,0.8788816048749183
0.1,0.8,4,0,0.0,0.5,0.8788816048749183
0.1,0.8,4,0,0.0,0.0,0.8788816048749183
0.1,0.5,16,2,1.0,1.0,0.8754710432663285
0.1,0.5,16,2,1.0,0.5,0.8754710432663285
0.1,0.5,16,2,1.0,0.0,0.8754710432663285
0.1,0.5,16,2,0.5,1.0,0.8754710432663285
0.1,0.5,16,2,0.5,0.5,0.8754710432663285
0.1,0.5,16,2,0.5,0.0,0.8754710432663285
0.1,0.5,16,2,0.0,1.0,0.8754710432663285
0.1,0.5,16,2,0.0,0.5,0.8754710432663285
0.1,0.5,16,2,0.0,0.0,0.8754710432663285
0.1,0.5,16,1,1.0,1.0,0.8754710432663285
0.1,0.5,16,1,1.0,0.5,0.8754710432663285
0.1,0.5,16,1,1.0,0.0,0.8754710432663285
0.1,0.5,16,1,0.5,1.0,0.8754710432663285
0.1,0.5,16,1,0.5,0.5,0.8754710432663285
0.1,0.5,16,1,0.5,0.0,0.8754710432663285
0.1,0.5,16,1,0.0,1.0,0.8754710432663285
0.1,0.5,16,1,0.0,0.5,0.8754710432663285
0.1,0.5,16,1,0.0,0.0,0.8754710432663285
0.1,0.5,16,0,1.0,1.0,0.8754710432663285
0.1,0.5,16,0,1.0,0.5,0.8754710432663285
0.1,0.5,16,0,1.0,0.0,0.8754710432663285
0.1,0.5,16,0,0.5,1.0,0.8754710432663285
0.1,0.5,16,0,0.5,0.5,0.8754710432663285
0.1,0.5,16,0,0.5,0.0,0.8754710432663285
0.1,0.5,16,0,0.0,1.0,0.8754710432663285
0.1,0.5,16,0,0.0,0.5,0.8754710432663285
0.1,0.5,16,0,0.0,0.0,0.8754710432663285
0.1,0.5,12,2,1.0,1.0,0.8746986216068513
0.1,0.5,12,2,1.0,0.5,0.8746986216068513
0.1,0.5,12,2,1.0,0.0,0.8746986216068513
0.1,0.5,12,2,0.5,1.0,0.8746986216068513
0.1,0.5,12,2,0.5,0.5,0.8746986216068513
0.1,0.5,12,2,0.5,0.0,0.8746986216068513
0.1,0.5,12,2,0.0,1.0,0.8746986216068513
0.1,0.5,12,2,0.0,0.5,0.8746986216068513
0.1,0.5,12,2,0.0,0.0,0.8746986216068513
0.1,0.5,12,1,1.0,1.0,0.8746986216068513
0.1,0.5,12,1,1.0,0.5,0.8746986216068513
0.1,0.5,12,1,1.0,0.0,0.8746986216068513
0.1,0.5,12,1,0.5,1.0,0.8746986216068513
0.1,0.5,12,1,0.5,0.5,0.8746986216068513
0.1,0.5,12,1,0.5,0.0,0.8746986216068513
0.1,0.5,12,1,0.0,1.0,0.8746986216068513
0.1,0.5,12,1,0.0,0.5,0.8746986216068513
0.1,0.5,12,1,0.0,0.0,0.8746986216068513
0.1,0.5,12,0,1.0,1.0,0.8746986216068513
0.1,0.5,12,0,1.0,0.5,0.8746986216068513
0.1,0.5,12,0,1.0,0.0,0.8746986216068513
0.1,0.5,12,0,0.5,1.0,0.8746986216068513
0.1,0.5,12,0,0.5,0.5,0.8746986216068513
0.1,0.5,12,0,0.5,0.0,0.8746986216068513
0.1,0.5,12,0,0.0,1.0,0.8746986216068513
0.1,0.5,12,0,0.0,0.5,0.8746986216068513
0.1,0.5,12,0,0.0,0.0,0.8746986216068513
0.1,0.5,8,2,1.0,1.0,0.8793295796716479
0.1,0.5,8,2,1.0,0.5,0.8793295796716479
0.1,0.5,8,2,1.0,0.0,0.8793295796716479
0.1,0.5,8,2,0.5,1.0,0.8793295796716479
0.1,0.5,8,2,0.5,0.5,0.8793295796716479
0.1,0.5,8,2,0.5,0.0,0.8793295796716479
0.1,0.5,8,2,0.0,1.0,0.8793295796716479
0.1,0.5,8,2,0.0,0.5,0.8793295796716479
0.1,0.5,8,2,0.0,0.0,0.8793295796716479
0.1,0.5,8,1,1.0,1.0,0.8793295796716479
0.1,0.5,8,1,1.0,0.5,0.8793295796716479
0.1,0.5,8,1,1.0,0.0,0.8793295796716479
0.1,0.5,8,1,0.5,1.0,0.8793295796716479
0.1,0.5,8,1,0.5,0.5,0.8793295796716479
0.1,0.5,8,1,0.5,0.0,0.8793295796716479
0.1,0.5,8,1,0.0,1.0,0.8793295796716479
0.1,0.5,8,1,0.0,0.5,0.8793295796716479
0.1,0.5,8,1,0.0,0.0,0.8793295796716479
0.1,0.5,8,0,1.0,1.0,0.8793295796716479
0.1,0.5,8,0,1.0,0.5,0.8793295796716479
0.1,0.5,8,0,1.0,0.0,0.8793295796716479
0.1,0.5,8,0,0.5,1.0,0.8793295796716479
0.1,0.5,8,0,0.5,0.5,0.8793295796716479
0.1,0.5,8,0,0.5,0.0,0.8793295796716479
0.1,0.5,8,0,0.0,1.0,0.8793295796716479
0.1,0.5,8,0,0.0,0.5,0.8793295796716479
0.1,0.5,8,0,0.0,0.0,0.8793295796716479
0.1,0.5,4,2,1.0,1.0,0.8796200935597596
0.1,0.5,4,2,1.0,0.5,0.8796200935597596
0.1,0.5,4,2,1.0,0.0,0.8796200935597596
0.1,0.5,4,2,0.5,1.0,0.8796200935597596
0.1,0.5,4,2,0.5,0.5,0.8796200935597596
0.1,0.5,4,2,0.5,0.0,0.8796200935597596
0.1,0.5,4,2,0.0,1.0,0.8796200935597596
0.1,0.5,4,2,0.0,0.5,0.8796200935597596
0.1,0.5,4,2,0.0,0.0,0.8796200935597596
0.1,0.5,4,1,1.0,1.0,0.8796200935597596
0.1,0.5,4,1,1.0,0.5,0.8796200935597596
0.1,0.5,4,1,1.0,0.0,0.8796200935597596
0.1,0.5,4,1,0.5,1.0,0.8796200935597596
0.1,0.5,4,1,0.5,0.5,0.8796200935597596
0.1,0.5,4,1,0.5,0.0,0.8796200935597596
0.1,0.5,4,1,0.0,1.0,0.8796200935597596
0.1,0.5,4,1,0.0,0.5,0.8796200935597596
0.1,0.5,4,1,0.0,0.0,0.8796200935597596
0.1,0.5,4,0,1.0,1.0,0.8796200935597596
0.1,0.5,4,0,1.0,0.5,0.8796200935597596
0.1,0.5,4,0,1.0,0.0,0.8796200935597596
0.1,0.5,4,0,0.5,1.0,0.8796200935597596
0.1,0.5,4,0,0.5,0.5,0.8796200935597596
0.1,0.5,4,0,0.5,0.0,0.8796200935597596
0.1,0.5,4,0,0.0,1.0,0.8796200935597596
0.1,0.5,4,0,0.0,0.5,0.8796200935597596
0.1,0.5,4,0,0.0,0.0,0.8796200935597596
0.1,0.3,16,2,1.0,1.0,0.8741408111290632
0.1,0.3,16,2,1.0,0.5,0.8741408111290632
0.1,0.3,16,2,1.0,0.0,0.8741408111290632
0.1,0.3,16,2,0.5,1.0,0.8741408111290632
0.1,0.3,16,2,0.5,0.5,0.8741408111290632
0.1,0.3,16,2,0.5,0.0,0.8741408111290632
0.1,0.3,16,2,0.0,1.0,0.8741408111290632
0.1,0.3,16,2,0.0,0.5,0.8741408111290632
0.1,0.3,16,2,0.0,0.0,0.8741408111290632
0.1,0.3,16,1,1.0,1.0,0.8741408111290632
0.1,0.3,16,1,1.0,0.5,0.8741408111290632
0.1,0.3,16,1,1.0,0.0,0.8741408111290632
0.1,0.3,16,1,0.5,1.0,0.8741408111290632
0.1,0.3,16,1,0.5,0.5,0.8741408111290632
0.1,0.3,16,1,0.5,0.0,0.8741408111290632
0.1,0.3,16,1,0.0,1.0,0.8741408111290632
0.1,0.3,16,1,0.0,0.5,0.8741408111290632
0.1,0.3,16,1,0.0,0.0,0.8741408111290632
0.1,0.3,16,0,1.0,1.0,0.8741408111290632
0.1,0.3,16,0,1.0,0.5,0.8741408111290632
0.1,0.3,16,0,1.0,0.0,0.8741408111290632
0.1,0.3,16,0,0.5,1.0,0.8741408111290632
0.1,0.3,16,0,0.5,0.5,0.8741408111290632
0.1,0.3,16,0,0.5,0.0,0.8741408111290632
0.1,0.3,16,0,0.0,1.0,0.8741408111290632
0.1,0.3,16,0,0.0,0.5,0.8741408111290632
0.1,0.3,16,0,0.0,0.0,0.8741408111290632
0.1,0.3,12,2,1.0,1.0,0.8770414851450963
0.1,0.3,12,2,1.0,0.5,0.8770414851450963
0.1,0.3,12,2,1.0,0.0,0.8770414851450963
0.1,0.3,12,2,0.5,1.0,0.8770414851450963
0.1,0.3,12,2,0.5,0.5,0.8770414851450963
0.1,0.3,12,2,0.5,0.0,0.8770414851450963
0.1,0.3,12,2,0.0,1.0,0.8770414851450963
0.1,0.3,12,2,0.0,0.5,0.8770414851450963
0.1,0.3,12,2,0.0,0.0,0.8770414851450963
0.1,0.3,12,1,1.0,1.0,0.8770414851450963
0.1,0.3,12,1,1.0,0.5,0.8770414851450963
0.1,0.3,12,1,1.0,0.0,0.8770414851450963
0.1,0.3,12,1,0.5,1.0,0.8770414851450963
0.1,0.3,12,1,0.5,0.5,0.8770414851450963
0.1,0.3,12,1,0.5,0.0,0.8770414851450963
0.1,0.3,12,1,0.0,1.0,0.8770414851450963
0.1,0.3,12,1,0.0,0.5,0.8770414851450963
0.1,0.3,12,1,0.0,0.0,0.8770414851450963
0.1,0.3,12,0,1.0,1.0,0.8770414851450963
0.1,0.3,12,0,1.0,0.5,0.8770414851450963
0.1,0.3,12,0,1.0,0.0,0.8770414851450963
0.1,0.3,12,0,0.5,1.0,0.8770414851450963
0.1,0.3,12,0,0.5,0.5,0.8770414851450963
0.1,0.3,12,0,0.5,0.0,0.8770414851450963
0.1,0.3,12,0,0.0,1.0,0.8770414851450963
0.1,0.3,12,0,0.0,0.5,0.8770414851450963
0.1,0.3,12,0,0.0,0.0,0.8770414851450963
0.1,0.3,8,2,1.0,1.0,0.8791999497553851
0.1,0.3,8,2,1.0,0.5,0.8791999497553851
0.1,0.3,8,2,1.0,0.0,0.8791999497553851
0.1,0.3,8,2,0.5,1.0,0.8791999497553851
0.1,0.3,8,2,0.5,0.5,0.8791999497553851
0.1,0.3,8,2,0.5,0.0,0.8791999497553851
0.1,0.3,8,2,0.0,1.0,0.8791999497553851
0.1,0.3,8,2,0.0,0.5,0.8791999497553851
0.1,0.3,8,2,0.0,0.0,0.8791999497553851
0.1,0.3,8,1,1.0,1.0,0.8791999497553851
0.1,0.3,8,1,1.0,0.5,0.8791999497553851
0.1,0.3,8,1,1.0,0.0,0.8791999497553851
0.1,0.3,8,1,0.5,1.0,0.8791999497553851
0.1,0.3,8,1,0.5,0.5,0.8791999497553851
0.1,0.3,8,1,0.5,0.0,0.8791999497553851
0.1,0.3,8,1,0.0,1.0,0.8791999497553851
0.1,0.3,8,1,0.0,0.5,0.8791999497553851
0.1,0.3,8,1,0.0,0.0,0.8791999497553851
0.1,0.3,8,0,1.0,1.0,0.8791999497553851
0.1,0.3,8,0,1.0,0.5,0.8791999497553851
0.1,0.3,8,0,1.0,0.0,0.8791999497553851
0.1,0.3,8,0,0.5,1.0,0.8791999497553851
0.1,0.3,8,0,0.5,0.5,0.8791999497553851
0.1,0.3,8,0,0.5,0.0,0.8791999497553851
0.1,0.3,8,0,0.0,1.0,0.8791999497553851
0.1,0.3,8,0,0.0,0.5,0.8791999497553851
0.1,0.3,8,0,0.0,0.0,0.8791999497553851
0.1,0.3,4,2,1.0,1.0,0.8797055213116941
0.1,0.3,4,2,1.0,0.5,0.8797055213116941
0.1,0.3,4,2,1.0,0.0,0.8797055213116941
0.1,0.3,4,2,0.5,1.0,0.8797055213116941
0.1,0.3,4,2,0.5,0.5,0.8797055213116941
0.1,0.3,4,2,0.5,0.0,0.8797055213116941
0.1,0.3,4,2,0.0,1.0,0.8797055213116941
0.1,0.3,4,2,0.0,0.5,0.8797055213116941
0.1,0.3,4,2,0.0,0.0,0.8797055213116941
0.1,0.3,4,1,1.0,1.0,0.8797055213116941
0.1,0.3,4,1,1.0,0.5,0.8797055213116941
0.1,0.3,4,1,1.0,0.0,0.8797055213116941
0.1,0.3,4,1,0.5,1.0,0.8797055213116941
0.1,0.3,4,1,0.5,0.5,0.8797055213116941
0.1,0.3,4,1,0.5,0.0,0.8797055213116941
0.1,0.3,4,1,0.0,1.0,0.8797055213116941
0.1,0.3,4,1,0.0,0.5,0.8797055213116941
0.1,0.3,4,1,0.0,0.0,0.8797055213116941
0.1,0.3,4,0,1.0,1.0,0.8797055213116941
0.1,0.3,4,0,1.0,0.5,0.8797055213116941
0.1,0.3,4,0,1.0,0.0,0.8797055213116941
0.1,0.3,4,0,0.5,1.0,0.8797055213116941
0.1,0.3,4,0,0.5,0.5,0.8797055213116941
0.1,0.3,4,0,0.5,0.0,0.8797055213116941
0.1,0.3,4,0,0.0,1.0,0.8797055213116941
0.1,0.3,4,0,0.0,0.5,0.8797055213116941
0.1,0.3,4,0,0.0,0.0,0.8797055213116941
0.05,0.8,16,2,1.0,1.0,0.875718843278473
0.05,0.8,16,2,1.0,0.5,0.875718843278473
0.05,0.8,16,2,1.0,0.0,0.875718843278473
0.05,0.8,16,2,0.5,1.0,0.875718843278473
0.05,0.8,16,2,0.5,0.5,0.875718843278473
0.05,0.8,16,2,0.5,0.0,0.875718843278473
0.05,0.8,16,2,0.0,1.0,0.875718843278473
0.05,0.8,16,2,0.0,0.5,0.875718843278473
0.05,0.8,16,2,0.0,0.0,0.875718843278473
0.05,0.8,16,1,1.0,1.0,0.875718843278473
0.05,0.8,16,1,1.0,0.5,0.875718843278473
0.05,0.8,16,1,1.0,0.0,0.875718843278473
0.05,0.8,16,1,0.5,1.0,0.875718843278473
0.05,0.8,16,1,0.5,0.5,0.875718843278473
0.05,0.8,16,1,0.5,0.0,0.875718843278473
0.05,0.8,16,1,0.0,1.0,0.875718843278473
0.05,0.8,16,1,0.0,0.5,0.875718843278473
0.05,0.8,16,1,0.0,0.0,0.875718843278473
0.05,0.8,16,0,1.0,1.0,0.875718843278473
0.05,0.8,16,0,1.0,0.5,0.875718843278473
0.05,0.8,16,0,1.0,0.0,0.875718843278473
0.05,0.8,16,0,0.5,1.0,0.875718843278473
0.05,0.8,16,0,0.5,0.5,0.875718843278473
0.05,0.8,16,0,0.5,0.0,0.875718843278473
0.05,0.8,16,0,0.0,1.0,0.875718843278473
0.05,0.8,16,0,0.0,0.5,0.875718843278473
0.05,0.8,16,0,0.0,0.0,0.875718843278473
0.05,0.8,12,2,1.0,1.0,0.8757468230996642
0.05,0.8,12,2,1.0,0.5,0.8757468230996642
0.05,0.8,12,2,1.0,0.0,0.8757468230996642
0.05,0.8,12,2,0.5,1.0,0.8757468230996642
0.05,0.8,12,2,0.5,0.5,0.8757468230996642
0.05,0.8,12,2,0.5,0.0,0.8757468230996642
0.05,0.8,12,2,0.0,1.0,0.8757468230996642
0.05,0.8,12,2,0.0,0.5,0.8757468230996642
0.05,0.8,12,2,0.0,0.0,0.8757468230996642
0.05,0.8,12,1,1.0,1.0,0.8757468230996642
0.05,0.8,12,1,1.0,0.5,0.8757468230996642
0.05,0.8,12,1,1.0,0.0,0.8757468230996642
0.05,0.8,12,1,0.5,1.0,0.8757468230996642
0.05,0.8,12,1,0.5,0.5,0.8757468230996642
0.05,0.8,12,1,0.5,0.0,0.8757468230996642
0.05,0.8,12,1,0.0,1.0,0.8757468230996642
0.05,0.8,12,1,0.0,0.5,0.8757468230996642
0.05,0.8,12,1,0.0,0.0,0.8757468230996642
0.05,0.8,12,0,1.0,1.0,0.8757468230996642
0.05,0.8,12,0,1.0,0.5,0.8757468230996642
0.05,0.8,12,0,1.0,0.0,0.8757468230996642
0.05,0.8,12,0,0.5,1.0,0.8757468230996642
0.05,0.8,12,0,0.5,0.5,0.8757468230996642
0.05,0.8,12,0,0.5,0.0,0.8757468230996642
0.05,0.8,12,0,0.0,1.0,0.8757468230996642
0.05,0.8,12,0,0.0,0.5,0.8757468230996642
0.05,0.8,12,0,0.0,0.0,0.8757468230996642
0.05,0.8,8,2,1.0,1.0,0.8772443388487317
0.05,0.8,8,2,1.0,0.5,0.8772443388487317
0.05,0.8,8,2,1.0,0.0,0.8772443388487317
0.05,0.8,8,2,0.5,1.0,0.8772443388487317
0.05,0.8,8,2,0.5,0.5,0.8772443388487317
0.05,0.8,8,2,0.5,0.0,0.8772443388487317
0.05,0.8,8,2,0.0,1.0,0.8772443388487317
0.05,0.8,8,2,0.0,0.5,0.8772443388487317
0.05,0.8,8,2,0.0,0.0,0.8772443388487317
0.05,0.8,8,1,1.0,1.0,0.8772443388487317
0.05,0.8,8,1,1.0,0.5,0.8772443388487317
0.05,0.8,8,1,1.0,0.0,0.8772443388487317
0.05,0.8,8,1,0.5,1.0,0.8772443388487317
0.05,0.8,8,1,0.5,0.5,0.8772443388487317
0.05,0.8,8,1,0.5,0.0,0.8772443388487317
0.05,0.8,8,1,0.0,1.0,0.8772443388487317
0.05,0.8,8,1,0.0,0.5,0.8772443388487317
0.05,0.8,8,1,0.0,0.0,0.8772443388487317
0.05,0.8,8,0,1.0,1.0,0.8772443388487317
0.05,0.8,8,0,1.0,0.5,0.8772443388487317
0.05,0.8,8,0,1.0,0.0,0.8772443388487317
0.05,0.8,8,0,0.5,1.0,0.8772443388487317
0.05,0.8,8,0,0.5,0.5,0.8772443388487317
0.05,0.8,8,0,0.5,0.0,0.8772443388487317
0.05,0.8,8,0,0.0,1.0,0.8772443388487317
0.05,0.8,8,0,0.0,0.5,0.8772443388487317
0.05,0.8,8,0,0.0,0.0,0.8772443388487317
0.05,0.8,4,2,1.0,1.0,0.879270345794871
0.05,0.8,4,2,1.0,0.5,0.879270345794871
0.05,0.8,4,2,1.0,0.0,0.879270345794871
0.05,0.8,4,2,0.5,1.0,0.879270345794871
0.05,0.8,4,2,0.5,0.5,0.879270345794871
0.05,0.8,4,2,0.5,0.0,0.879270345794871
0.05,0.8,4,2,0.0,1.0,0.879270345794871
0.05,0.8,4,2,0.0,0.5,0.879270345794871
0.05,0.8,4,2,0.0,0.0,0.879270345794871
0.05,0.8,4,1,1.0,1.0,0.879270345794871
0.05,0.8,4,1,1.0,0.5,0.879270345794871
0.05,0.8,4,1,1.0,0.0,0.879270345794871
0.05,0.8,4,1,0.5,1.0,0.879270345794871
0.05,0.8,4,1,0.5,0.5,0.879270345794871
0.05,0.8,4,1,0.5,0.0,0.879270345794871
0.05,0.8,4,1,0.0,1.0,0.879270345794871
0.05,0.8,4,1,0.0,0.5,0.879270345794871
0.05,0.8,4,1,0.0,0.0,0.879270345794871
0.05,0.8,4,0,1.0,1.0,0.879270345794871
0.05,0.8,4,0,1.0,0.5,0.879270345794871
0.05,0.8,4,0,1.0,0.0,0.879270345794871
0.05,0.8,4,0,0.5,1.0,0.879270345794871
0.05,0.8,4,0,0.5,0.5,0.879270345794871
0.05,0.8,4,0,0.5,0.0,0.879270345794871
0.05,0.8,4,0,0.0,1.0,0.879270345794871
0.05,0.8,4,0,0.0,0.5,0.879270345794871
0.05,0.8,4,0,0.0,0.0,0.879270345794871
0.05,0.5,16,2,1.0,1.0,0.876155060597149
0.05,0.5,16,2,1.0,0.5,0.876155060597149
0.05,0.5,16,2,1.0,0.0,0.876155060597149
0.05,0.5,16,2,0.5,1.0,0.876155060597149
0.05,0.5,16,2,0.5,0.5,0.876155060597149
0.05,0.5,16,2,0.5,0.0,0.876155060597149
0.05,0.5,16,2,0.0,1.0,0.876155060597149
0.05,0.5,16,2,0.0,0.5,0.876155060597149
0.05,0.5,16,2,0.0,0.0,0.876155060597149
0.05,0.5,16,1,1.0,1.0,0.876155060597149
0.05,0.5,16,1,1.0,0.5,0.876155060597149
0.05,0.5,16,1,1.0,0.0,0.876155060597149
0.05,0.5,16,1,0.5,1.0,0.876155060597149
0.05,0.5,16,1,0.5,0.5,0.876155060597149
0.05,0.5,16,1,0.5,0.0,0.876155060597149
0.05,0.5,16,1,0.0,1.0,0.876155060597149
0.05,0.5,16,1,0.0,0.5,0.876155060597149
0.05,0.5,16,1,0.0,0.0,0.876155060597149
0.05,0.5,16,0,1.0,1.0,0.876155060597149
0.05,0.5,16,0,1.0,0.5,0.876155060597149
0.05,0.5,16,0,1.0,0.0,0.876155060597149
0.05,0.5,16,0,0.5,1.0,0.876155060597149
0.05,0.5,16,0,0.5,0.5,0.876155060597149
0.05,0.5,16,0,0.5,0.0,0.876155060597149
0.05,0.5,16,0,0.0,1.0,0.876155060597149
0.05,0.5,16,0,0.0,0.5,0.876155060597149
0.05,0.5,16,0,0.0,0.0,0.876155060597149
0.05,0.5,12,2,1.0,1.0,0.8779582707756126
0.05,0.5,12,2,1.0,0.5,0.8779582707756126
0.05,0.5,12,2,1.0,0.0,0.8779582707756126
0.05,0.5,12,2,0.5,1.0,0.8779582707756126
0.05,0.5,12,2,0.5,0.5,0.8779582707756126
0.05,0.5,12,2,0.5,0.0,0.8779582707756126
0.05,0.5,12,2,0.0,1.0,0.8779582707756126
0.05,0.5,12,2,0.0,0.5,0.8779582707756126
0.05,0.5,12,2,0.0,0.0,0.8779582707756126
0.05,0.5,12,1,1.0,1.0,0.8779582707756126
0.05,0.5,12,1,1.0,0.5,0.8779582707756126
0.05,0.5,12,1,1.0,0.0,0.8779582707756126
0.05,0.5,12,1,0.5,1.0,0.8779582707756126
0.05,0.5,12,1,0.5,0.5,0.8779582707756126
0.05,0.5,12,1,0.5,0.0,0.8779582707756126
0.05,0.5,12,1,0.0,1.0,0.8779582707756126
0.05,0.5,12,1,0.0,0.5,0.8779582707756126
0.05,0.5,12,1,0.0,0.0,0.8779582707756126
0.05,0.5,12,0,1.0,1.0,0.8779582707756126
0.05,0.5,12,0,1.0,0.5,0.8779582707756126
0.05,0.5,12,0,1.0,0.0,0.8779582707756126
0.05,0.5,12,0,0.5,1.0,0.8779582707756126
0.05,0.5,12,0,0.5,0.5,0.8779582707756126
