2lr,3colsample,4max_depth,5gamma,6reg_l2,7reg_l1,8AUC
0.1,0.5,12,0,0.5,1.0,0.8331118067978532
0.1,0.5,12,0,0.5,0.5,0.8331118067978532
0.1,0.5,12,0,0.5,0.0,0.8331118067978532
0.1,0.5,12,0,0.0,1.0,0.8331118067978532
0.1,0.5,12,0,0.0,0.5,0.8331118067978532
0.1,0.5,12,0,0.0,0.0,0.8331118067978532
0.1,0.5,8,2,1.0,1.0,0.8343983303518187
0.1,0.5,8,2,1.0,0.5,0.8343983303518187
0.1,0.5,8,2,1.0,0.0,0.8343983303518187
0.1,0.5,8,2,0.5,1.0,0.8343983303518187
0.1,0.5,8,2,0.5,0.5,0.8343983303518187
0.1,0.5,8,2,0.5,0.0,0.8343983303518187
0.1,0.5,8,2,0.0,1.0,0.8343983303518187
0.1,0.5,8,2,0.0,0.5,0.8343983303518187
0.1,0.5,8,2,0.0,0.0,0.8343983303518187
0.1,0.5,8,1,1.0,1.0,0.8343983303518187
0.1,0.5,8,1,1.0,0.5,0.8343983303518187
0.1,0.5,8,1,1.0,0.0,0.8343983303518187
0.1,0.5,8,1,0.5,1.0,0.8343983303518187
0.1,0.5,8,1,0.5,0.5,0.8343983303518187
0.1,0.5,8,1,0.5,0.0,0.8343983303518187
0.1,0.5,8,1,0.0,1.0,0.8343983303518187
0.1,0.5,8,1,0.0,0.5,0.8343983303518187
0.1,0.5,8,1,0.0,0.0,0.8343983303518187
0.1,0.5,8,0,1.0,1.0,0.8343983303518187
0.1,0.5,8,0,1.0,0.5,0.8343983303518187
0.1,0.5,8,0,1.0,0.0,0.8343983303518187
0.1,0.5,8,0,0.5,1.0,0.8343983303518187
0.1,0.5,8,0,0.5,0.5,0.8343983303518187
0.1,0.5,8,0,0.5,0.0,0.8343983303518187
0.1,0.5,8,0,0.0,1.0,0.8343983303518187
0.1,0.5,8,0,0.0,0.5,0.8343983303518187
0.1,0.5,8,0,0.0,0.0,0.8343983303518187
0.1,0.5,4,2,1.0,1.0,0.8394482707215266
0.1,0.5,4,2,1.0,0.5,0.8394482707215266
0.1,0.5,4,2,1.0,0.0,0.8394482707215266
0.1,0.5,4,2,0.5,1.0,0.8394482707215266
0.1,0.5,4,2,0.5,0.5,0.8394482707215266
0.1,0.5,4,2,0.5,0.0,0.8394482707215266
0.1,0.5,4,2,0.0,1.0,0.8394482707215266
0.1,0.5,4,2,0.0,0.5,0.8394482707215266
0.1,0.5,4,2,0.0,0.0,0.8394482707215266
0.1,0.5,4,1,1.0,1.0,0.8394482707215266
0.1,0.5,4,1,1.0,0.5,0.8394482707215266
0.1,0.5,4,1,1.0,0.0,0.8394482707215266
0.1,0.5,4,1,0.5,1.0,0.8394482707215266
0.1,0.5,4,1,0.5,0.5,0.8394482707215266
0.1,0.5,4,1,0.5,0.0,0.8394482707215266
0.1,0.5,4,1,0.0,1.0,0.8394482707215266
0.1,0.5,4,1,0.0,0.5,0.8394482707215266
0.1,0.5,4,1,0.0,0.0,0.8394482707215266
0.1,0.5,4,0,1.0,1.0,0.8394482707215266
0.1,0.5,4,0,1.0,0.5,0.8394482707215266
0.1,0.5,4,0,1.0,0.0,0.8394482707215266
0.1,0.5,4,0,0.5,1.0,0.8394482707215266
0.1,0.5,4,0,0.5,0.5,0.8394482707215266
0.1,0.5,4,0,0.5,0.0,0.8394482707215266
0.1,0.5,4,0,0.0,1.0,0.8394482707215266
0.1,0.5,4,0,0.0,0.5,0.8394482707215266
0.1,0.5,4,0,0.0,0.0,0.8394482707215266
0.1,0.3,16,2,1.0,1.0,0.8350608228980322
0.1,0.3,16,2,1.0,0.5,0.8350608228980322
0.1,0.3,16,2,1.0,0.0,0.8350608228980322
0.1,0.3,16,2,0.5,1.0,0.8350608228980322
0.1,0.3,16,2,0.5,0.5,0.8350608228980322
0.1,0.3,16,2,0.5,0.0,0.8350608228980322
0.1,0.3,16,2,0.0,1.0,0.8350608228980322
0.1,0.3,16,2,0.0,0.5,0.8350608228980322
0.1,0.3,16,2,0.0,0.0,0.8350608228980322
0.1,0.3,16,1,1.0,1.0,0.8350608228980322
0.1,0.3,16,1,1.0,0.5,0.8350608228980322
0.1,0.3,16,1,1.0,0.0,0.8350608228980322
0.1,0.3,16,1,0.5,1.0,0.8350608228980322
0.1,0.3,16,1,0.5,0.5,0.8350608228980322
0.1,0.3,16,1,0.5,0.0,0.8350608228980322
0.1,0.3,16,1,0.0,1.0,0.8350608228980322
0.1,0.3,16,1,0.0,0.5,0.8350608228980322
0.1,0.3,16,1,0.0,0.0,0.8350608228980322
0.1,0.3,16,0,1.0,1.0,0.8350608228980322
0.1,0.3,16,0,1.0,0.5,0.8350608228980322
0.1,0.3,16,0,1.0,0.0,0.8350608228980322
0.1,0.3,16,0,0.5,1.0,0.8350608228980322
0.1,0.3,16,0,0.5,0.5,0.8350608228980322
0.1,0.3,16,0,0.5,0.0,0.8350608228980322
0.1,0.3,16,0,0.0,1.0,0.8350608228980322
0.1,0.3,16,0,0.0,0.5,0.8350608228980322
0.1,0.3,16,0,0.0,0.0,0.8350608228980322
0.1,0.3,12,2,1.0,1.0,0.8348458556946929
0.1,0.3,12,2,1.0,0.5,0.8348458556946929
0.1,0.3,12,2,1.0,0.0,0.8348458556946929
0.1,0.3,12,2,0.5,1.0,0.8348458556946929
0.1,0.3,12,2,0.5,0.5,0.8348458556946929
0.1,0.3,12,2,0.5,0.0,0.8348458556946929
0.1,0.3,12,2,0.0,1.0,0.8348458556946929
0.1,0.3,12,2,0.0,0.5,0.8348458556946929
0.1,0.3,12,2,0.0,0.0,0.8348458556946929
0.1,0.3,12,1,1.0,1.0,0.8348458556946929
0.1,0.3,12,1,1.0,0.5,0.8348458556946929
0.1,0.3,12,1,1.0,0.0,0.8348458556946929
0.1,0.3,12,1,0.5,1.0,0.8348458556946929
0.1,0.3,12,1,0.5,0.5,0.8348458556946929
0.1,0.3,12,1,0.5,0.0,0.8348458556946929
0.1,0.3,12,1,0.0,1.0,0.8348458556946929
0.1,0.3,12,1,0.0,0.5,0.8348458556946929
0.1,0.3,12,1,0.0,0.0,0.8348458556946929
0.1,0.3,12,0,1.0,1.0,0.8348458556946929
0.1,0.3,12,0,1.0,0.5,0.8348458556946929
0.1,0.3,12,0,1.0,0.0,0.8348458556946929
0.1,0.3,12,0,0.5,1.0,0.8348458556946929
0.1,0.3,12,0,0.5,0.5,0.8348458556946929
0.1,0.3,12,0,0.5,0.0,0.8348458556946929
0.1,0.3,12,0,0.0,1.0,0.8348458556946929
0.1,0.3,12,0,0.0,0.5,0.8348458556946929
0.1,0.3,12,0,0.0,0.0,0.8348458556946929
0.1,0.3,8,2,1.0,1.0,0.8353796958855098
0.1,0.3,8,2,1.0,0.5,0.8353796958855098
0.1,0.3,8,2,1.0,0.0,0.8353796958855098
0.1,0.3,8,2,0.5,1.0,0.8353796958855098
0.1,0.3,8,2,0.5,0.5,0.8353796958855098
0.1,0.3,8,2,0.5,0.0,0.8353796958855098
0.1,0.3,8,2,0.0,1.0,0.8353796958855098
0.1,0.3,8,2,0.0,0.5,0.8353796958855098
0.1,0.3,8,2,0.0,0.0,0.8353796958855098
0.1,0.3,8,1,1.0,1.0,0.8353796958855098
0.1,0.3,8,1,1.0,0.5,0.8353796958855098
0.1,0.3,8,1,1.0,0.0,0.8353796958855098
0.1,0.3,8,1,0.5,1.0,0.8353796958855098
0.1,0.3,8,1,0.5,0.5,0.8353796958855098
0.1,0.3,8,1,0.5,0.0,0.8353796958855098
0.1,0.3,8,1,0.0,1.0,0.8353796958855098
0.1,0.3,8,1,0.0,0.5,0.8353796958855098
0.1,0.3,8,1,0.0,0.0,0.8353796958855098
0.1,0.3,8,0,1.0,1.0,0.8353796958855098
0.1,0.3,8,0,1.0,0.5,0.8353796958855098
0.1,0.3,8,0,1.0,0.0,0.8353796958855098
0.1,0.3,8,0,0.5,1.0,0.8353796958855098
0.1,0.3,8,0,0.5,0.5,0.8353796958855098
0.1,0.3,8,0,0.5,0.0,0.8353796958855098
0.1,0.3,8,0,0.0,1.0,0.8353796958855098
0.1,0.3,8,0,0.0,0.5,0.8353796958855098
0.1,0.3,8,0,0.0,0.0,0.8353796958855098
0.1,0.3,4,2,1.0,1.0,0.8379931425163983
0.1,0.3,4,2,1.0,0.5,0.8379931425163983
0.1,0.3,4,2,1.0,0.0,0.8379931425163983
0.1,0.3,4,2,0.5,1.0,0.8379931425163983
0.1,0.3,4,2,0.5,0.5,0.8379931425163983
0.1,0.3,4,2,0.5,0.0,0.8379931425163983
0.1,0.3,4,2,0.0,1.0,0.8379931425163983
0.1,0.3,4,2,0.0,0.5,0.8379931425163983
0.1,0.3,4,2,0.0,0.0,0.8379931425163983
0.1,0.3,4,1,1.0,1.0,0.8379931425163983
0.1,0.3,4,1,1.0,0.5,0.8379931425163983
0.1,0.3,4,1,1.0,0.0,0.8379931425163983
0.1,0.3,4,1,0.5,1.0,0.8379931425163983
0.1,0.3,4,1,0.5,0.5,0.8379931425163983
0.1,0.3,4,1,0.5,0.0,0.8379931425163983
0.1,0.3,4,1,0.0,1.0,0.8379931425163983
0.1,0.3,4,1,0.0,0.5,0.8379931425163983
0.1,0.3,4,1,0.0,0.0,0.8379931425163983
0.1,0.3,4,0,1.0,1.0,0.8379931425163983
0.1,0.3,4,0,1.0,0.5,0.8379931425163983
0.1,0.3,4,0,1.0,0.0,0.8379931425163983
0.1,0.3,4,0,0.5,1.0,0.8379931425163983
0.1,0.3,4,0,0.5,0.5,0.8379931425163983
0.1,0.3,4,0,0.5,0.0,0.8379931425163983
0.1,0.3,4,0,0.0,1.0,0.8379931425163983
0.1,0.3,4,0,0.0,0.5,0.8379931425163983
0.1,0.3,4,0,0.0,0.0,0.8379931425163983
0.05,0.8,16,2,1.0,1.0,0.8237428443649373
0.05,0.8,16,2,1.0,0.5,0.8237428443649373
0.05,0.8,16,2,1.0,0.0,0.8237428443649373
0.05,0.8,16,2,0.5,1.0,0.8237428443649373
0.05,0.8,16,2,0.5,0.5,0.8237428443649373
0.05,0.8,16,2,0.5,0.0,0.8237428443649373
0.05,0.8,16,2,0.0,1.0,0.8237428443649373
0.05,0.8,16,2,0.0,0.5,0.8237428443649373
0.05,0.8,16,2,0.0,0.0,0.8237428443649373
0.05,0.8,16,1,1.0,1.0,0.8237428443649373
0.05,0.8,16,1,1.0,0.5,0.8237428443649373
0.05,0.8,16,1,1.0,0.0,0.8237428443649373
0.05,0.8,16,1,0.5,1.0,0.8237428443649373
0.05,0.8,16,1,0.5,0.5,0.8237428443649373
0.05,0.8,16,1,0.5,0.0,0.8237428443649373
0.05,0.8,16,1,0.0,1.0,0.8237428443649373
0.05,0.8,16,1,0.0,0.5,0.8237428443649373
0.05,0.8,16,1,0.0,0.0,0.8237428443649373
0.05,0.8,16,0,1.0,1.0,0.8237428443649373
0.05,0.8,16,0,1.0,0.5,0.8237428443649373
0.05,0.8,16,0,1.0,0.0,0.8237428443649373
0.05,0.8,16,0,0.5,1.0,0.8237428443649373
0.05,0.8,16,0,0.5,0.5,0.8237428443649373
0.05,0.8,16,0,0.5,0.0,0.8237428443649373
0.05,0.8,16,0,0.0,1.0,0.8237428443649373
0.05,0.8,16,0,0.0,0.5,0.8237428443649373
0.05,0.8,16,0,0.0,0.0,0.8237428443649373
0.05,0.8,12,2,1.0,1.0,0.8266098688133573
0.05,0.8,12,2,1.0,0.5,0.8266098688133573
0.05,0.8,12,2,1.0,0.0,0.8266098688133573
0.05,0.8,12,2,0.5,1.0,0.8266098688133573
0.05,0.8,12,2,0.5,0.5,0.8266098688133573
0.05,0.8,12,2,0.5,0.0,0.8266098688133573
0.05,0.8,12,2,0.0,1.0,0.8266098688133573
0.05,0.8,12,2,0.0,0.5,0.8266098688133573
0.05,0.8,12,2,0.0,0.0,0.8266098688133573
0.05,0.8,12,1,1.0,1.0,0.8266098688133573
0.05,0.8,12,1,1.0,0.5,0.8266098688133573
0.05,0.8,12,1,1.0,0.0,0.8266098688133573
0.05,0.8,12,1,0.5,1.0,0.8266098688133573
0.05,0.8,12,1,0.5,0.5,0.8266098688133573
0.05,0.8,12,1,0.5,0.0,0.8266098688133573
0.05,0.8,12,1,0.0,1.0,0.8266098688133573
0.05,0.8,12,1,0.0,0.5,0.8266098688133573
0.05,0.8,12,1,0.0,0.0,0.8266098688133573
0.05,0.8,12,0,1.0,1.0,0.8266098688133573
0.05,0.8,12,0,1.0,0.5,0.8266098688133573
0.05,0.8,12,0,1.0,0.0,0.8266098688133573
0.05,0.8,12,0,0.5,1.0,0.8266098688133573
0.05,0.8,12,0,0.5,0.5,0.8266098688133573
0.05,0.8,12,0,0.5,0.0,0.8266098688133573
0.05,0.8,12,0,0.0,1.0,0.8266098688133573
0.05,0.8,12,0,0.0,0.5,0.8266098688133573
0.05,0.8,12,0,0.0,0.0,0.8266098688133573
0.05,0.8,8,2,1.0,1.0,0.831621198568873
0.05,0.8,8,2,1.0,0.5,0.831621198568873
0.05,0.8,8,2,1.0,0.0,0.831621198568873
0.05,0.8,8,2,0.5,1.0,0.831621198568873
0.05,0.8,8,2,0.5,0.5,0.831621198568873
0.05,0.8,8,2,0.5,0.0,0.831621198568873
0.05,0.8,8,2,0.0,1.0,0.831621198568873
0.05,0.8,8,2,0.0,0.5,0.831621198568873
0.05,0.8,8,2,0.0,0.0,0.831621198568873
0.05,0.8,8,1,1.0,1.0,0.831621198568873
0.05,0.8,8,1,1.0,0.5,0.831621198568873
0.05,0.8,8,1,1.0,0.0,0.831621198568873
0.05,0.8,8,1,0.5,1.0,0.831621198568873
0.05,0.8,8,1,0.5,0.5,0.831621198568873
0.05,0.8,8,1,0.5,0.0,0.831621198568873
0.05,0.8,8,1,0.0,1.0,0.831621198568873
0.05,0.8,8,1,0.0,0.5,0.831621198568873
0.05,0.8,8,1,0.0,0.0,0.831621198568873
0.05,0.8,8,0,1.0,1.0,0.831621198568873
0.05,0.8,8,0,1.0,0.5,0.831621198568873
0.05,0.8,8,0,1.0,0.0,0.831621198568873
0.05,0.8,8,0,0.5,1.0,0.831621198568873
0.05,0.8,8,0,0.5,0.5,0.831621198568873
0.05,0.8,8,0,0.5,0.0,0.831621198568873
0.05,0.8,8,0,0.0,1.0,0.831621198568873
0.05,0.8,8,0,0.0,0.5,0.831621198568873
0.05,0.8,8,0,0.0,0.0,0.831621198568873
0.05,0.8,4,2,1.0,1.0,0.8413364639236731
0.05,0.8,4,2,1.0,0.5,0.8413364639236731
0.05,0.8,4,2,1.0,0.0,0.8413364639236731
0.05,0.8,4,2,0.5,1.0,0.8413364639236731
0.05,0.8,4,2,0.5,0.5,0.8413364639236731
0.05,0.8,4,2,0.5,0.0,0.8413364639236731
0.05,0.8,4,2,0.0,1.0,0.8413364639236731
0.05,0.8,4,2,0.0,0.5,0.8413364639236731
0.05,0.8,4,2,0.0,0.0,0.8413364639236731
0.05,0.8,4,1,1.0,1.0,0.8413364639236731
0.05,0.8,4,1,1.0,0.5,0.8413364639236731
0.05,0.8,4,1,1.0,0.0,0.8413364639236731
0.05,0.8,4,1,0.5,1.0,0.8413364639236731
0.05,0.8,4,1,0.5,0.5,0.8413364639236731
0.05,0.8,4,1,0.5,0.0,0.8413364639236731
0.05,0.8,4,1,0.0,1.0,0.8413364639236731
0.05,0.8,4,1,0.0,0.5,0.8413364639236731
0.05,0.8,4,1,0.0,0.0,0.8413364639236731
0.05,0.8,4,0,1.0,1.0,0.8413364639236731
0.05,0.8,4,0,1.0,0.5,0.8413364639236731
0.05,0.8,4,0,1.0,0.0,0.8413364639236731
0.05,0.8,4,0,0.5,1.0,0.8413364639236731
0.05,0.8,4,0,0.5,0.5,0.8413364639236731
0.05,0.8,4,0,0.5,0.0,0.8413364639236731
0.05,0.8,4,0,0.0,1.0,0.8413364639236731
0.05,0.8,4,0,0.0,0.5,0.8413364639236731
0.05,0.8,4,0,0.0,0.0,0.8413364639236731
0.05,0.5,16,2,1.0,1.0,0.8355995825879546
0.05,0.5,16,2,1.0,0.5,0.8355995825879546
0.05,0.5,16,2,1.0,0.0,0.8355995825879546
0.05,0.5,16,2,0.5,1.0,0.8355995825879546
0.05,0.5,16,2,0.5,0.5,0.8355995825879546
0.05,0.5,16,2,0.5,0.0,0.8355995825879546
0.05,0.5,16,2,0.0,1.0,0.8355995825879546
0.05,0.5,16,2,0.0,0.5,0.8355995825879546
0.05,0.5,16,2,0.0,0.0,0.8355995825879546
0.05,0.5,16,1,1.0,1.0,0.8355995825879546
0.05,0.5,16,1,1.0,0.5,0.8355995825879546
0.05,0.5,16,1,1.0,0.0,0.8355995825879546
0.05,0.5,16,1,0.5,1.0,0.8355995825879546
0.05,0.5,16,1,0.5,0.5,0.8355995825879546
0.05,0.5,16,1,0.5,0.0,0.8355995825879546
0.05,0.5,16,1,0.0,1.0,0.8355995825879546
0.05,0.5,16,1,0.0,0.5,0.8355995825879546
0.05,0.5,16,1,0.0,0.0,0.8355995825879546
0.05,0.5,16,0,1.0,1.0,0.8355995825879546
0.05,0.5,16,0,1.0,0.5,0.8355995825879546
0.05,0.5,16,0,1.0,0.0,0.8355995825879546
0.05,0.5,16,0,0.5,1.0,0.8355995825879546
0.05,0.5,16,0,0.5,0.5,0.8355995825879546
0.05,0.5,16,0,0.5,0.0,0.8355995825879546
0.05,0.5,16,0,0.0,1.0,0.8355995825879546
0.05,0.5,16,0,0.0,0.5,0.8355995825879546
0.05,0.5,16,0,0.0,0.0,0.8355995825879546
0.05,0.5,12,2,1.0,1.0,0.8340688729874777
0.05,0.5,12,2,1.0,0.5,0.8340688729874777
0.05,0.5,12,2,1.0,0.0,0.8340688729874777
0.05,0.5,12,2,0.5,1.0,0.8340688729874777
0.05,0.5,12,2,0.5,0.5,0.8340688729874777
0.05,0.5,12,2,0.5,0.0,0.8340688729874777
0.05,0.5,12,2,0.0,1.0,0.8340688729874777
0.05,0.5,12,2,0.0,0.5,0.8340688729874777
0.05,0.5,12,2,0.0,0.0,0.8340688729874777
0.05,0.5,12,1,1.0,1.0,0.8340688729874777
0.05,0.5,12,1,1.0,0.5,0.8340688729874777
0.05,0.5,12,1,1.0,0.0,0.8340688729874777
0.05,0.5,12,1,0.5,1.0,0.8340688729874777
0.05,0.5,12,1,0.5,0.5,0.8340688729874777
0.05,0.5,12,1,0.5,0.0,0.8340688729874777
0.05,0.5,12,1,0.0,1.0,0.8340688729874777
0.05,0.5,12,1,0.0,0.5,0.8340688729874777
0.05,0.5,12,1,0.0,0.0,0.8340688729874777
0.05,0.5,12,0,1.0,1.0,0.8340688729874777
0.05,0.5,12,0,1.0,0.5,0.8340688729874777
0.05,0.5,12,0,1.0,0.0,0.8340688729874777
